"","IRI","label","Defs","type","ID.short","ID","label.final","label.nospace"
"30","http://purl.obolibrary.org/obo/PATO_0000951","purple","A color that falls about midway between red and blue in hue.","class","PATO_0000951","PATO_0000951","purple","purple"
"31","http://purl.obolibrary.org/obo/PATO_0000142","obsolete substance","","class","PATO_0000142","PATO_0000142","obsolete_substance","obsolete_substance"
"32","http://purl.obolibrary.org/obo/GO_0098969","neurotransmitter receptor transport to postsynaptic membrane","The directed movement of neurotransmitter receptor to the postsynaptic membrane in transport vesicles.","class","GO_0098969","GO_0098969","neurotransmitter_receptor_transport_to_postsynaptic_membrane","neurotransmitter_receptor_transport_to_postsynaptic_membrane"
"33","http://purl.obolibrary.org/obo/GO_0110117","positive regulation of compound eye photoreceptor cell differentiation","Any process that activates or increases the frequency, rate or extent of compound eye photoreceptor cell differentiation.","class","GO_0110117","GO_0110117","positive_regulation_of_compound_eye_photoreceptor_cell_differentiation","positive_regulation_of_compound_eye_photoreceptor_cell_differentiation"
"34","http://purl.obolibrary.org/obo/UBERON_0002119","left ovary","An ovary that is part of a left side of organism [Automatically generated definition].","class","UBERON_0002119","UBERON_0002119","left_ovary","left_ovary"
"35","http://purl.obolibrary.org/obo/GO_1903707","negative regulation of hemopoiesis","Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis.","class","GO_1903707","GO_1903707","negative_regulation_of_hemopoiesis","negative_regulation_of_hemopoiesis"
"36","http://purl.obolibrary.org/obo/CHEBI_37962","adrenergic agent","Any agent that acts on an adrenergic receptor or affects the life cycle of an adrenergic transmitter.","class","CHEBI_37962","CHEBI_37962","adrenergic_agent","adrenergic_agent"
"37","http://purl.obolibrary.org/obo/CL_0000188","cell of skeletal muscle","A somatic cell located in skeletal muscle.","class","CL_0000188","CL_0000188","cell_of_skeletal_muscle","cell_of_skeletal_muscle"
"38","http://purl.obolibrary.org/obo/GO_0150063","visual system development","The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways.","class","GO_0150063","GO_0150063","visual_system_development","visual_system_development"
"39","http://purl.obolibrary.org/obo/UBERON_0035804","future mouth","The primordial mouth region of the developing head.","class","UBERON_0035804","UBERON_0035804","future_mouth","future_mouth"
"40","http://purl.obolibrary.org/obo/GO_0072575","epithelial cell proliferation involved in liver morphogenesis","The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population that contributes to the shaping of the liver.","class","GO_0072575","GO_0072575","epithelial_cell_proliferation_involved_in_liver_morphogenesis","epithelial_cell_proliferation_involved_in_liver_morphogenesis"
"41","http://purl.obolibrary.org/obo/GO_0035433","acetate transmembrane transport","The process in which acetate is transported across a membrane. Acetate is the 2-carbon carboxylic acid ethanoic acid.","class","GO_0035433","GO_0035433","acetate_transmembrane_transport","acetate_transmembrane_transport"
"42","http://purl.obolibrary.org/obo/GO_0015103","inorganic anion transmembrane transporter activity","Enables the transfer of inorganic anions from one side of a membrane to the other. Inorganic anions are atoms or small molecules with a negative charge which do not contain carbon in covalent linkage.","class","GO_0015103","GO_0015103","inorganic_anion_transmembrane_transporter_activity","inorganic_anion_transmembrane_transporter_activity"
"43","http://purl.obolibrary.org/obo/UBERON_0003409","gland of tongue","Any of the mucous, serous, or mixed glands that empty their secretions onto the surface of the tongue.","class","UBERON_0003409","UBERON_0003409","gland_of_tongue","gland_of_tongue"
"44","http://purl.obolibrary.org/obo/PATO_0000764","passive","A behavioral quality inhering in a bearer by virtue of the bearer\'s receiving or being subjected to an action without responding or initiating an action in return.","class","PATO_0000764","PATO_0000764","passive","passive"
"45","http://purl.obolibrary.org/obo/UBERON_0006260","lingual swellings","","class","UBERON_0006260","UBERON_0006260","lingual_swellings","lingual_swellings"
"46","http://purl.obolibrary.org/obo/AISM_0000138","cuticular apophysis","The cuticular invagination that is hollow.","class","AISM_0000138","AISM_0000138","cuticular_apophysis","cuticular_apophysis"
"47","http://purl.obolibrary.org/obo/UBERON_0005672","right lung endothelium","An endothelium that is part of a right lung.","class","UBERON_0005672","UBERON_0005672","right_lung_endothelium","right_lung_endothelium"
"48","http://purl.obolibrary.org/obo/PATO_0001607","matted","A tangled quality inhering in a bearer by virtue of the bearer\'s being not possible to unravel.","class","PATO_0001607","PATO_0001607","matted","matted"
"49","http://purl.obolibrary.org/obo/UBERON_0019189","carotid artery endothelium","","class","UBERON_0019189","UBERON_0019189","carotid_artery_endothelium","carotid_artery_endothelium"
"50","http://purl.obolibrary.org/obo/UBERON_0006002","vitelline artery","The paired arteries that carry blood to the yolk sac from the dorsal aorta.","class","UBERON_0006002","UBERON_0006002","vitelline_artery","vitelline_artery"
"51","http://purl.obolibrary.org/obo/UBERON_0003283","mesentery of oesophagus","A mesentery that is part of a esophagus [Automatically generated definition].","class","UBERON_0003283","UBERON_0003283","mesentery_of_oesophagus","mesentery_of_oesophagus"
"52","http://purl.obolibrary.org/obo/PATO_0001489","","","class","PATO_0001489","PATO_0001489","[iri=""PATO_0001489""]","[iri=""PATO_0001489""]"
"53","http://purl.obolibrary.org/obo/UBERON_0000949","endocrine system","Anatomical system that consists of the glands and parts of glands that produce endocrine secretions and help to integrate and control bodily metabolic activity.","class","UBERON_0000949","UBERON_0000949","endocrine_system","endocrine_system"
"54","http://purl.obolibrary.org/obo/GO_0021819","layer formation in cerebral cortex","The detachment of cells from radial glial fibers at the appropriate time when they cease to migrate and form distinct layer in the cerebral cortex.","class","GO_0021819","GO_0021819","layer_formation_in_cerebral_cortex","layer_formation_in_cerebral_cortex"
"55","http://purl.obolibrary.org/obo/GO_0042391","regulation of membrane potential","Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane.","class","GO_0042391","GO_0042391","regulation_of_membrane_potential","regulation_of_membrane_potential"
"56","http://purl.obolibrary.org/obo/GO_1903941","negative regulation of respiratory gaseous exchange","Any process that stops, prevents or reduces the frequency, rate or extent of respiratory gaseous exchange.","class","GO_1903941","GO_1903941","negative_regulation_of_respiratory_gaseous_exchange","negative_regulation_of_respiratory_gaseous_exchange"
"57","http://purl.obolibrary.org/obo/PATO_0002303","decreased object quality","A quality of an object that has a value that is decreased compared to normal or average.","class","PATO_0002303","PATO_0002303","decreased_object_quality","decreased_object_quality"
"58","http://purl.obolibrary.org/obo/GO_2000288","positive regulation of myoblast proliferation","Any process that activates or increases the frequency, rate or extent of myoblast proliferation.","class","GO_2000288","GO_2000288","positive_regulation_of_myoblast_proliferation","positive_regulation_of_myoblast_proliferation"
"59","http://purl.obolibrary.org/obo/PATO_0001725","increased male receptivity","A male receptivity which is relatively high.","class","PATO_0001725","PATO_0001725","increased_male_receptivity","increased_male_receptivity"
"60","http://purl.obolibrary.org/obo/PATO_0000547","photosensitive","A photosensitivity quality inhering in a bearer by virtue of the bearer\'s exhibiting photosensitivity.","class","PATO_0000547","PATO_0000547","photosensitive","photosensitive"
"61","http://purl.obolibrary.org/obo/PATO_0002256","tricuspidate","A cuscpidate quality inhering in a bearer by virtue of the bearer possessing three cusps.","class","PATO_0002256","PATO_0002256","tricuspidate","tricuspidate"
"62","http://purl.obolibrary.org/obo/PATO_0000970","permeability","A structural quality inhering in a bearer by virtue of the bearer\'s disposition to being permeated or pervaded by a gas or liquid (as by osmosis or diffusion).","class","PATO_0000970","PATO_0000970","permeability","permeability"
"63","http://purl.obolibrary.org/obo/GO_0035628","cystic duct development","The progression of the cystic duct over time, from its formation to the mature structure. The cystic duct runs from the gall bladder to the common bile duct.","class","GO_0035628","GO_0035628","cystic_duct_development","cystic_duct_development"
"64","http://purl.obolibrary.org/obo/CDAO_0000108","TerminalNode","","class","CDAO_0000108","CDAO_0000108","TerminalNode","TerminalNode"
"65","http://purl.obolibrary.org/obo/AISM_0000109","cuticle of insect abdomen","The region of the cuticle that is posterior to the thorax.","class","AISM_0000109","AISM_0000109","cuticle_of_insect_abdomen","cuticle_of_insect_abdomen"
"66","http://purl.obolibrary.org/obo/UBERON_0001033","gustatory system","The sensory system for the sense of taste.","class","UBERON_0001033","UBERON_0001033","gustatory_system","gustatory_system"
"67","http://purl.obolibrary.org/obo/BSPO_0000061","proximal side","","class","BSPO_0000061","BSPO_0000061","proximal_side","proximal_side"
"68","http://purl.obolibrary.org/obo/PATO_0040009","bowl shaped","A concave 3-D shape quality inhering in a bearer by virtue of the bearer\'s being shaped in the form of a bowl.","class","PATO_0040009","PATO_0040009","bowl_shaped","bowl_shaped"
"69","http://purl.obolibrary.org/obo/PR_P22646","T-cell surface glycoprotein CD3 epsilon chain (mouse)","A CD3 epsilon that is encoded in the genome of mouse.","class","PR_P22646","PR_P22646","T-cell_surface_glycoprotein_CD3_epsilon_chain_(mouse)","T-cell_surface_glycoprotein_CD3_epsilon_chain_(mouse)"
"70","http://purl.obolibrary.org/obo/IAO_0000629","keyword textual entity","A textual entity listing keywords indicating the major theme(s) of a document.","class","IAO_0000629","IAO_0000629","keyword_textual_entity","keyword_textual_entity"
"71","http://purl.obolibrary.org/obo/CL_0002032","hematopoietic oligopotent progenitor cell","A hematopoietic oligopotent progenitor cell that has the ability to differentiate into limited cell types but lacks lineage cell markers and self renewal capabilities.","class","CL_0002032","CL_0002032","hematopoietic_oligopotent_progenitor_cell","hematopoietic_oligopotent_progenitor_cell"
"72","http://purl.obolibrary.org/obo/GO_0005880","nuclear microtubule","Any microtubule in the nucleus of a cell.","class","GO_0005880","GO_0005880","nuclear_microtubule","nuclear_microtubule"
"73","http://purl.obolibrary.org/obo/GO_0048821","erythrocyte development","The process whose specific outcome is the progression of an erythrocyte over time, from its formation to the mature structure.","class","GO_0048821","GO_0048821","erythrocyte_development","erythrocyte_development"
"74","http://purl.obolibrary.org/obo/PATO_0002421","cicatricial","Having or resembling the characteristic of a cicatrix - a scar resulting from formation and contraction of fibrous tissue.","class","PATO_0002421","PATO_0002421","cicatricial","cicatricial"
"75","http://purl.obolibrary.org/obo/PATO_0002297","decreased cellular motility","A cellular motility which is lower relative to the normal or average.","class","PATO_0002297","PATO_0002297","decreased_cellular_motility","decreased_cellular_motility"
"76","http://purl.obolibrary.org/obo/GO_1901509","regulation of endothelial tube morphogenesis","Any process that modulates the frequency, rate or extent of endothelial tube morphogenesis.","class","GO_1901509","GO_1901509","regulation_of_endothelial_tube_morphogenesis","regulation_of_endothelial_tube_morphogenesis"
"77","http://purl.obolibrary.org/obo/GO_2000181","negative regulation of blood vessel morphogenesis","Any process that stops, prevents, or reduces the frequency, rate or extent of blood vessel morphogenesis.","class","GO_2000181","GO_2000181","negative_regulation_of_blood_vessel_morphogenesis","negative_regulation_of_blood_vessel_morphogenesis"
"78","http://purl.obolibrary.org/obo/CL_0000000","cell","A material entity of anatomical origin (part of or deriving from an organism) that has as its parts a maximally connected cell compartment surrounded by a plasma membrane.","class","CL_0000000","CL_0000000","cell","cell"
"79","http://purl.obolibrary.org/obo/UBERON_0003830","thoracic segment muscle","Any muscle organ that is part of a thorax [Automatically generated definition].","class","UBERON_0003830","UBERON_0003830","thoracic_segment_muscle","thoracic_segment_muscle"
"80","http://purl.obolibrary.org/obo/GO_0014912","negative regulation of smooth muscle cell migration","Any process that stops, prevents, or reduces the frequency, rate or extent of smooth muscle cell migration.","class","GO_0014912","GO_0014912","negative_regulation_of_smooth_muscle_cell_migration","negative_regulation_of_smooth_muscle_cell_migration"
"81","http://purl.obolibrary.org/obo/PATO_0001227","variant","A variability quality inhering in a bearer by virtue of whether the bearer exhibits variation or change.","class","PATO_0001227","PATO_0001227","variant","variant"
"82","http://purl.obolibrary.org/obo/GO_1901682","sulfur compound transmembrane transporter activity","Enables the transfer of a sulfur compound from one side of a membrane to the other.","class","GO_1901682","GO_1901682","sulfur_compound_transmembrane_transporter_activity","sulfur_compound_transmembrane_transporter_activity"
"83","http://purl.obolibrary.org/obo/GO_0060431","primary lung bud formation","The morphogenetic process in which the foregut region specified to become the lung forms the initial left and right buds.","class","GO_0060431","GO_0060431","primary_lung_bud_formation","primary_lung_bud_formation"
"84","http://purl.obolibrary.org/obo/AISM_0004060","epiproct","The sclerite of the postabdomen that is attached to the posterior margin of the abdominal tergite X by the abdominal tergite X-epiproct conjunctiva.","class","AISM_0004060","AISM_0004060","epiproct","epiproct"
"85","http://purl.obolibrary.org/obo/GO_0015144","carbohydrate transmembrane transporter activity","Enables the transfer of carbohydrate from one side of a membrane to the other.","class","GO_0015144","GO_0015144","carbohydrate_transmembrane_transporter_activity","carbohydrate_transmembrane_transporter_activity"
"86","http://purl.obolibrary.org/obo/PATO_0002462","collagenous","A composition quality inhering in an bearer by virtue of the bearer\'s consisting of collagen.","class","PATO_0002462","PATO_0002462","collagenous","collagenous"
"87","http://purl.obolibrary.org/obo/UBERON_0014950","layer of developing cerebral cortex","","class","UBERON_0014950","UBERON_0014950","layer_of_developing_cerebral_cortex","layer_of_developing_cerebral_cortex"
"88","http://purl.obolibrary.org/obo/GO_1903829","positive regulation of protein localization","Any process that activates or increases the frequency, rate or extent of a protein localization.","class","GO_1903829","GO_1903829","positive_regulation_of_protein_localization","positive_regulation_of_protein_localization"
"89","http://purl.obolibrary.org/obo/UBERON_0002081","cardiac atrium","Cardiac chamber in which blood enters the heart.","class","UBERON_0002081","UBERON_0002081","cardiac_atrium","cardiac_atrium"
"90","http://purl.obolibrary.org/obo/PATO_0001303","variability","A quality inhering in a bearer by virtue of the bearer\'s disposition to varying or changing.","class","PATO_0001303","PATO_0001303","variability","variability"
"91","http://purl.obolibrary.org/obo/GO_1901383","negative regulation of chorionic trophoblast cell proliferation","Any process that stops, prevents or reduces the frequency, rate or extent of chorionic trophoblast cell proliferation.","class","GO_1901383","GO_1901383","negative_regulation_of_chorionic_trophoblast_cell_proliferation","negative_regulation_of_chorionic_trophoblast_cell_proliferation"
"92","http://purl.obolibrary.org/obo/UBERON_0003120","pharyngeal arch artery 3","The vessels formed within the third pair of branchial arches in embryogenesis.","class","UBERON_0003120","UBERON_0003120","pharyngeal_arch_artery_3","pharyngeal_arch_artery_3"
"93","http://purl.obolibrary.org/obo/GO_1902911","protein kinase complex","A protein complex which is capable of protein kinase activity.","class","GO_1902911","GO_1902911","protein_kinase_complex","protein_kinase_complex"
"94","http://purl.obolibrary.org/obo/GO_1905268","negative regulation of chromatin organization","Any process that stops, prevents or reduces the frequency, rate or extent of chromatin organization.","class","GO_1905268","GO_1905268","negative_regulation_of_chromatin_organization","negative_regulation_of_chromatin_organization"
"95","http://purl.obolibrary.org/obo/GO_0035910","ascending aorta morphogenesis","The process in which the anatomical structures of the ascending aorta are generated and organized. The ascending aorta is the portion of the aorta in a two-pass circulatory system that lies between the heart and the arch of aorta. In a two-pass circulatory system blood passes twice through the heart to supply the body once.","class","GO_0035910","GO_0035910","ascending_aorta_morphogenesis","ascending_aorta_morphogenesis"
"96","http://purl.obolibrary.org/obo/PATO_0045025","normal fragility","A fragility which is relatively normal or average.","class","PATO_0045025","PATO_0045025","normal_fragility","normal_fragility"
"97","http://purl.obolibrary.org/obo/PATO_0001577","increased permeability","A permeability which is relatively high.","class","PATO_0001577","PATO_0001577","increased_permeability","increased_permeability"
"98","http://purl.obolibrary.org/obo/GO_0021566","hypoglossal nerve development","The process whose specific outcome is the progression of the hypoglossal nerve over time, from its formation to the mature structure. This motor nerve innervates all the intrinsic and all but one of the extrinsic muscles of the tongue.","class","GO_0021566","GO_0021566","hypoglossal_nerve_development","hypoglossal_nerve_development"
"99","http://purl.obolibrary.org/obo/UBERON_0003613","cardiovascular system elastic tissue","An elastic tissue that is part of a circulatory system [Automatically generated definition].","class","UBERON_0003613","UBERON_0003613","cardiovascular_system_elastic_tissue","cardiovascular_system_elastic_tissue"
"100","http://purl.obolibrary.org/obo/PATO_0001344","alpha mating type (yeast)","A S. cerevisiae mating type cells that secrete a pheromone that stimulates a haploids.","class","PATO_0001344","PATO_0001344","alpha_mating_type_(yeast)","alpha_mating_type_(yeast)"
"101","http://purl.obolibrary.org/obo/GO_1900130","regulation of lipid binding","Any process that modulates the frequency, rate or extent of lipid binding.","class","GO_1900130","GO_1900130","regulation_of_lipid_binding","regulation_of_lipid_binding"
"102","http://purl.obolibrary.org/obo/UBERON_0003566","head connective tissue","A portion of connective tissue that is part of a head [Automatically generated definition].","class","UBERON_0003566","UBERON_0003566","head_connective_tissue","head_connective_tissue"
"103","http://purl.obolibrary.org/obo/UBERON_0005946","outflow tract of atrium","An outflow tract that is part of a cardiac atrium.","class","UBERON_0005946","UBERON_0005946","outflow_tract_of_atrium","outflow_tract_of_atrium"
"104","http://purl.obolibrary.org/obo/GO_0031226","intrinsic component of plasma membrane","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane.","class","GO_0031226","GO_0031226","intrinsic_component_of_plasma_membrane","intrinsic_component_of_plasma_membrane"
"105","http://purl.obolibrary.org/obo/UBERON_0001207","mucosa of large intestine","A mucosa that is part of a large intestine [Automatically generated definition].","class","UBERON_0001207","UBERON_0001207","mucosa_of_large_intestine","mucosa_of_large_intestine"
"106","http://purl.obolibrary.org/obo/GO_2000376","positive regulation of oxygen metabolic process","Any process that activates or increases the frequency, rate or extent of oxygen metabolic process.","class","GO_2000376","GO_2000376","positive_regulation_of_oxygen_metabolic_process","positive_regulation_of_oxygen_metabolic_process"
"107","http://purl.obolibrary.org/obo/PATO_0001813","atonicity","A structural quality inhering in a bearer by virtue of the bearer\'s lack elastic tension that facilitate response to stimuli.","class","PATO_0001813","PATO_0001813","atonicity","atonicity"
"108","http://purl.obolibrary.org/obo/GO_1905433","negative regulation of retrograde trans-synaptic signaling by neuropeptide","Any process that stops, prevents or reduces the frequency, rate or extent of retrograde trans-synaptic signaling by neuropeptide.","class","GO_1905433","GO_1905433","negative_regulation_of_retrograde_trans-synaptic_signaling_by_neuropeptide","negative_regulation_of_retrograde_trans-synaptic_signaling_by_neuropeptide"
"109","http://purl.obolibrary.org/obo/PATO_0002344","arachnose","A quality inhering in a bearer by virtue of the bearer\'s being characterized by fine, entangled hairs giving the appearance of cobweb.","class","PATO_0002344","PATO_0002344","arachnose","arachnose"
"110","http://purl.obolibrary.org/obo/UBERON_0000072","proximo-distal subdivision of respiratory tract","An section of a respiratory tract.","class","UBERON_0000072","UBERON_0000072","proximo-distal_subdivision_of_respiratory_tract","proximo-distal_subdivision_of_respiratory_tract"
"111","http://purl.obolibrary.org/obo/CHEBI_24834","inorganic anion","","class","CHEBI_24834","CHEBI_24834","inorganic_anion","inorganic_anion"
"112","http://purl.obolibrary.org/obo/AISM_0004229","mesonoto-metanotal conjunctiva","The conjunctiva of the insect thorax that joins the mesonotum and the metanotum.","class","AISM_0004229","AISM_0004229","mesonoto-metanotal_conjunctiva","mesonoto-metanotal_conjunctiva"
"113","http://purl.obolibrary.org/obo/GO_0023019","signal transduction involved in regulation of gene expression","Any process that modulates the frequency, rate or extent of gene expression as a consequence of a process in which a signal is released and/or conveyed from one location to another.","class","GO_0023019","GO_0023019","signal_transduction_involved_in_regulation_of_gene_expression","signal_transduction_involved_in_regulation_of_gene_expression"
"114","http://purl.obolibrary.org/obo/PATO_0000588","vestigial","A quality inhering in a bearer by virtue of the bearer\'s being a remnant structure from earlier development or evolution.","class","PATO_0000588","PATO_0000588","vestigial","vestigial"
"115","http://purl.obolibrary.org/obo/GO_0065009","regulation of molecular function","Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding.","class","GO_0065009","GO_0065009","regulation_of_molecular_function","regulation_of_molecular_function"
"116","http://purl.obolibrary.org/obo/PATO_0070018","tufted pyramidal morphology","A pyramidal cell morphology that inheres in neurons which have a distinct tuft formation, distal from the soma.","class","PATO_0070018","PATO_0070018","tufted_pyramidal_morphology","tufted_pyramidal_morphology"
"117","http://purl.obolibrary.org/obo/PATO_0005010","plumose","A branched quality inhering in a bearer by virtue of the bearer\'s having many fine filaments or branches that give a feathery appearance: for example, resembling a feather.","class","PATO_0005010","PATO_0005010","plumose","plumose"
"118","http://purl.obolibrary.org/obo/UBERON_0000993","oviduct","A tube or collection of tubes in an animal from the ovaries to the outside of the body.","class","UBERON_0000993","UBERON_0000993","oviduct[iri=""UBERON_0000993""]","oviduct[iri=""UBERON_0000993""]"
"119","http://purl.obolibrary.org/obo/GO_0019228","neuronal action potential","An action potential that occurs in a neuron.","class","GO_0019228","GO_0019228","neuronal_action_potential","neuronal_action_potential"
"120","http://purl.obolibrary.org/obo/UBERON_0006925","digestive system gland","Any gland that is part of the digestive system.","class","UBERON_0006925","UBERON_0006925","digestive_system_gland","digestive_system_gland"
"121","http://purl.obolibrary.org/obo/GO_0110058","positive regulation of blood vessel endothelial cell differentiation","Any process that activates or increases the frequency, rate or extent of blood vessel endothelial cell differentiation.","class","GO_0110058","GO_0110058","positive_regulation_of_blood_vessel_endothelial_cell_differentiation","positive_regulation_of_blood_vessel_endothelial_cell_differentiation"
"122","http://purl.obolibrary.org/obo/PATO_0002385","striate-angular","A shape quality inhering in a bearer by virtue of the bearer\'s being marked by narrow lines, usually parallel, with at least one salient angle on the margin","class","PATO_0002385","PATO_0002385","striate-angular","striate-angular"
